PC_1,PC_2
-9506.150381041918,-23855.53924579752
23807.648702361697,-23729.05746290173
1615.3138455670592,-23848.392195732245
-9822.97350348785,-23613.150096533485
-9815.344395081756,-23794.35031752894
-9851.036043716043,-23405.89992850978
-9849.54920981839,-23278.118298481688
-9660.192594527698,-23462.471624774116
-9848.01558978562,-23710.068767454482
-8985.38438876009,-23733.11559170502
-9548.690414941158,-23811.877456669838
-9155.34321732953,-23622.41136804852
-7456.16390935943,-23855.338265578986
-9380.090306056476,-23862.4638329547
-9281.313794104788,-23895.835397738054
-9854.70537887255,-22952.48360638094
-9816.76836276128,-23577.90715538037
-9778.575097557074,-23664.905646371666
-9829.279824719444,-23675.010886821365
-6026.240810129288,-23902.57901845105
-9622.124661594313,-23892.12788645957
-9489.386779986697,-23865.232081378435
-5611.539203484872,-23801.66792893911
-7186.516611458927,-23858.71121717478
-9816.068715940868,-23750.64237100183
-7743.764791398245,-23901.41282083532
-9648.448870431068,-23884.437116917194
-9380.907777537353,-23898.986765509864
-9800.3511180325,-23599.792269039615
-9537.520384754815,-23848.887588950358
-9864.554092911168,-19083.641847509265
-9825.551597025194,-23746.07879894447
-9649.629370517298,-23819.13510123161
-7091.0659704073905,-23805.676043210726
-9574.289982487466,-23860.324223600863
-9303.059816950967,-23866.31677152208
-8136.0767133505615,-23918.162669835914
-8272.931307325693,-23854.447515386873
-9819.555103576171,-23343.217205006516
-8152.675841861852,-23885.413595329108
-9745.747405755774,-22669.134276147797
-3585.508984970849,-23875.597475390823
-9806.131627141645,-23468.317338820714
-9851.664393765699,-23259.979024546275
-9843.997362702476,-19079.07089152453
-9854.959334822934,-22405.626746719765
-8104.505558206994,-23760.325646695463
-9513.552408955156,-23721.220164099897
-9796.295878280902,-23791.76498954528
-9465.460362899848,-23866.151322020552
-9856.252244065203,-23026.120417234444
-9363.470273334055,-23780.811477750365
15310.363490783242,-23839.834353008995
-9598.704903220154,-23874.93991646061
-9836.307320727594,-23063.872866030717
-9860.46827079009,-22955.090263918955
-9760.830558298509,-13160.82677778237
-7836.889331624823,-23893.910645556683
-8669.449565335777,-23859.339748661056
-6815.606011194195,-23810.169597361473
-9796.06740710783,-23689.348738487137
-9838.197072541005,-23520.491888835775
8394.214993302923,-23870.056709983248
-9619.054528910528,-23901.937353539313
-9818.46559997328,-23813.233399369623
-440.70256593701583,-23854.60132782325
104215.5232707283,-23493.402840227503
-9731.938921033572,-23116.032926403142
-9799.312903884698,-23835.169840513565
-8781.492620530304,-23902.03471836031
-9411.722291912576,-23864.18840067363
-7834.343738992717,-23839.1741045373
-9353.030398333976,-23889.293984009797
-2109.064932099656,-23879.183544407486
192102.5626576515,-23369.577348721836
29952.104620900132,-23780.802606060653
-8003.378659808477,-23911.845988846715
-9857.727789841867,-23401.42945904915
-9856.976215191356,-23605.583195447423
-9859.88620326451,-7308.253502695486
-10009.911364771742,49891.32023158931
-9553.426219955387,-23849.69345155076
-9830.2457838847,-23818.00077691757
-8947.209778840866,-23752.50069702567
-9711.573945516648,-23855.162256772022
-8783.265300940997,-23845.30591264698
-6432.611659989912,-23899.179137261384
-9656.503208966888,-23874.804876921968
-9840.344483123794,-23053.288083208525
-9898.677330592058,-6839.037674055864
-9702.568263328803,-23642.33259528267
-9859.143893529974,-23651.187967690705
-9833.634400340601,-23739.858851205863
-9987.225327431934,45970.001182675674
-9821.735501297759,-16288.822411353884
-9612.022417650945,-23836.885525347472
-1863.5666006773206,-23874.995053337574
-9851.96922724427,-23504.87525424929
-9154.876405864905,-23810.865266348887
-8887.649211043938,-23907.21122563659
1226.7428321099903,-23874.55459017621
-9734.069900869594,-23640.401113730644
-9693.820343821333,-23705.777037751337
-9912.785050942926,-2665.0884453156928
7498.939592144041,-23835.131292539256
-6019.852712568842,-23823.074524268057
-9780.61361133115,-23603.16019383521
-9604.38589286243,-23820.551634201594
-9620.851138525137,-23747.040998141485
-9810.236436543766,-23435.511289688056
-8564.19858519335,-23866.72896420259
-5720.572310521131,-23885.549285727735
-9314.997884306715,-23868.060843520605
-9857.736204730016,-23842.679609533145
-9810.9120123641,-23633.039457213483
-9857.73655890403,-23315.810269084046
-9727.064500870722,-23739.55015180339
-9768.245960679396,-23358.265056416243
-9846.689745530346,-17648.188590972764
-8787.221195890243,-23868.788897049275
-5423.64740726163,-23342.425961070654
-9583.426078604636,-23833.4026334323
-9855.03935834075,-23419.43237630054
-6763.389103968779,-23859.068795902524
4959923.983007621,-12690.007448392564
-8569.810508391922,-23880.027465268216
-8352.483485525416,-23866.777115342826
-9841.586558201569,-22921.392812549955
-9829.909894475059,-23412.32646041354
-9750.693265513039,-23702.461914288804
-9851.258832179381,-22276.336874024048
-9839.366107836222,-23283.998340179725
-9528.746956978828,-23823.005242142317
-8577.648133192684,-23871.056050869138
-9859.018364684116,-23435.93341371255
-9830.754598132806,-23815.36935033035
-9850.690134398812,-23194.43870348117
-9825.635914076078,-23737.024466804374
126261.29417892186,-22994.42137568556
-9809.539649093842,-23575.240797814862
-9786.44534507103,-22865.678193708023
8550.832914513232,-23839.691100426484
-9828.317928441918,-23437.934121279344
-9859.38578004594,-18947.883699606486
-9821.509462847833,-21595.988943674198
-9827.997501363296,-23849.450949540187
-9739.445118059648,-23775.527593440776
-9857.055258882006,-22797.23699673375
-9860.219582811285,-23035.294383993718
-8928.445448792952,-23829.66473131523
-9846.610530059283,-23639.296086136277
-9567.830141964225,-23645.85478786415
-8767.877244184096,-23821.295154710602
-9769.458838831253,-23697.904334615014
3482.3215687441007,-23888.229765596938
-9841.201200253425,-23173.71061776739
-9488.300634584486,-23706.713357644385
-9856.630730934667,-23784.13093759237
-9857.54013235243,-23586.40549780076
-9858.059990783839,-22935.674108016494
-9842.633552887351,-23397.506592245038
-9807.22724383961,-23771.33075847915
-3466.9904887737353,-23897.957831025244
-7115.821720411126,-23803.140968034604
-8347.853707726053,-23846.621544381742
-2676.5110738901353,-23844.7736832979
-9791.36071711462,-23793.06607164202
-9777.198707451942,-23806.751605038557
-9772.72579617918,-23766.26408177638
-9843.696397538173,-23077.160723614794
-9871.861962963258,-18313.98710691341
-9843.716773045031,-22889.616307146396
-9619.985423368842,-23748.527581047212
-9301.873181693281,-23824.96733866993
-9839.54974639384,-23488.319665553925
-2748.218132062171,-23670.931691840426
-9437.465659646232,-23569.220604506638
-9533.261292747402,-23780.87196068892
-1167.8812037635641,-23892.74917683719
-9859.632278690224,-23404.800584868663
-9857.241257031674,-22910.00616716117
-9724.246412845532,-19841.08237227508
-9825.275615620816,-23452.16553792265
-9810.304656713679,-18832.097004169445
-9809.897942582118,-23755.478184602296
-9758.132443269038,-23790.95518273674
-9833.229672169526,-23563.9023837363
-9860.049211393918,-23146.318607527028
-5393.619459360636,-23570.552582305463
-9020.879199627698,-23543.458891672086
-7120.084414227239,-23895.14256158994
-9858.458982407697,-23666.01438134979
-10080.59759634323,119680.94691502773
-9800.791654982488,-23864.376090373353
-9338.671871513574,-23474.16578992177
-6290.813778001178,-22085.072190434756
-8600.14638588621,324791.9100644878
-10117.83854716985,78340.23359467038
-10309.971946125028,166931.18961500612
-9724.509447519858,59391.061396127545
-9820.65117969043,-23435.673386942457
-9976.941339890207,57475.59589834291
-9846.112306065274,-23890.199471626434
-9789.444569473037,-23735.569611758074
-9712.87251435789,-23713.324162215435
-10378.369622787284,184017.70157035036
-9719.669638212308,-23801.337779046444
-9823.057970429958,-23614.315241149685
-9851.843343426823,-23702.280404537167
-9858.684782558461,-23453.357503429856
-9656.9586016792,-23803.91185108993
-9792.884168152377,-23709.25956786672
-9273.588857757997,15511.711821278048
-10474.726573221908,216944.7815355662
-9847.373344217134,-23781.34379096507
-10456.01885802548,275082.07445477886
-10509.528228866515,352776.4771466905
-8622.51156780289,59195.73165573784
-9942.119446735747,21430.041672718937
-10170.402579380747,123180.47331019654
-9987.772443694495,29841.597161553414
-10259.716134871327,219435.97960726224
-9844.925068716882,-23586.906102414756
-9765.586188305153,-23686.88597568407
-9851.37704225421,-23710.986408688015
-9803.040234076987,-23480.395108597142
-10017.186664088455,42223.003573783186
-9767.39500704354,-23832.556586338807
-8667.208193217024,-23665.7644449567
-9820.247912337994,-23605.87725808116
-9834.89607657679,-23428.818297098685
-10188.640043017504,126623.9585291702
-10675.010066912897,293019.8982196865
-10349.950960079444,186808.42382772005
-10899.378705447445,416132.4878911762
-10923.434093293197,392724.8760286098
-9529.673938295478,333834.62088718516
-10808.327885832712,356202.3550348403
-9436.344012892243,110135.7917760767
-8211.409918134988,82004.38892675664
-1293.9102918565475,-23726.124148521536
-9948.389313438196,11890.787244191019
-8179.232862944519,-23699.50667816802
-9408.566797645579,-23837.176873571574
-9776.567862856406,-23802.36365171061
-9842.623122714112,-23173.112272350405
-9842.500615032377,-23562.205682562748
-9858.116786286095,-23042.12965072587
-9852.307217474228,-23723.60607610262
-9806.88044683116,-23845.531982559853
-9845.28277147702,-23199.539371900973
-9554.055856051058,-23792.375157756134
-9961.803756237472,46368.97005157187
-10912.67324792635,386257.09630112187
-9996.551172468027,157824.87450343044
-10197.736968985386,193100.30473496264
-7897.1702757554785,42004.37680479863
-9975.430117287482,21812.292191183366
-7391.675189770507,61469.44151665478
-9959.802174916655,16265.799704282446
-9815.201356221716,-23463.58379736184
-9725.268280838278,-23681.71162790183
-9810.853731639821,-23748.557812945004
-9845.651192418029,-23264.04536598044
-9690.936232319553,-23833.134137940462
-9857.20184483874,-23515.95503237625
-9710.580051947385,-23510.621509648485
-9802.977575624114,-23573.913247985245
-9947.879313605048,13490.523623399335
-9837.146366950114,-23778.206887798635
-10514.617665788313,231728.1634235858
-10443.451286634183,205186.60354604726
-10004.925259387039,42479.390357424985
-7911.341569371895,-21723.648380564427
-10237.273437150652,126974.52348369497
-6882.020123093414,148446.80375146001
-9557.562731223969,7415.321638467666
781051.6942490961,-20574.24952907338
-10486.757366086053,232457.881954758
-7849.00873026883,-23852.670081199227
-9786.823234202819,-23793.219166761617
-10042.724000362066,55737.233709203574
-9990.719237715788,43217.068521076304
-9819.352285935196,-23711.882898980864
-10923.683441700628,409802.1545189155
-10372.91457200277,209482.65169010928
-9786.071928877132,-23661.915398039277
-9840.24617175849,-23808.288800187678
-8720.369373478357,-20827.294751907102
-9590.570495381777,-23888.883606209845
-10703.547113899538,304547.1197209922
-10244.897007208618,127863.318809018
-10758.433217336706,330377.2738784841
-9178.10314277135,338902.83619554195
-9957.580726998385,192090.23189704053
-9298.704593654302,915.5850045063459
-9986.475102512375,30649.31251806713
-9837.587187928419,-23716.169883674396
-9809.912939585143,-22624.06704092119
-9650.086015722309,-23776.29045682598
-9990.065564062072,29783.175792137736
14185.745797880018,-23843.49112081014
-9856.597236369591,-23358.194253618964
-9748.516257085577,-23725.007523889228
-9325.32683808851,-23831.39497196583
-9832.271268852392,-23713.47028447984
-9842.678287653616,-23449.77906123362
-9248.440949147922,134679.85233509363
-11006.352419193241,421590.93073954864
-2155.0022185545727,-23856.920712778778
-10250.88390279681,129969.50075104584
-10554.34240133607,297539.137171806
-9329.797152122701,-517.9919401127911
-9679.135139229234,-3852.5732615659967
-9724.718117002943,-23658.292716497213
-9837.139058485629,-23503.89854329291
-9858.663865788241,-22158.026464186965
-9744.05340587213,-23678.59597540521
-6974.746086544757,-23856.508508475184
-9840.248170725448,-23555.961603147007
-9818.970228640204,-23615.097319511016
-9253.240423529573,-23291.452841369224
-9822.341300158183,-23842.95072858367
-10435.72363549919,244737.25736309926
-10103.805602028548,72714.44143397028
-9244.23831908274,174436.8394540127
-4911.768712102409,-23882.397563844628
-8385.917933091763,531372.5851129687
-10433.94112344228,377878.21015167615
-9689.234530890142,28937.738878464734
-8189.937595776136,89757.1794281923
-9183.9632508389,-12574.49911079902
-9391.226876706485,228660.53082961522
15582.212205774691,210678.26885159346
-9800.95444460694,-23568.473092446457
-7506.831249096303,-23762.97209110418
-9575.60939968245,-23518.29956005311
-5126.743371488453,-23839.0882947163
-9898.847146243783,-2261.628009601823
-9604.053328552518,-23820.22001177608
-9851.02389523256,-23469.412982382382
-9858.094208106853,-22650.832951440792
-9755.74922809311,-23739.746143811877
-10247.383221189908,149405.8814722075
-9565.832520719012,120683.3262468553
-8192.63065730209,-23892.980929949223
-10917.091873326297,387356.83250311395
-10774.356819919922,433824.45427415526
-10221.08225620753,118992.57069042041
-4206.158394952268,-18893.69499158083
-9682.434463431102,-23756.63579633722
5568.716769322979,1988.52212444826
-9775.8244689893,-23799.725374073223
8169.030915634258,-23849.899091329207
-10120.283791168567,87669.31261638888
-9807.790487717328,-23634.439579178932
-9835.883540467648,-16874.65418706421
-9387.579782015559,-23788.195535351082
-9664.158479057887,-23815.540640721116
-9699.140190409797,-23200.852024020198
-9833.987277715556,-23732.973151631384
-10107.587896996434,184389.44823134542
-9766.976839958295,-23884.80878768224
-10478.263055820322,218420.92191558544
-9994.889770012136,38773.152888846744
-10308.080329231008,152377.15000946927
-10188.451952961095,104627.10108574545
-9832.257981541434,-23543.72212844628
-9811.093157118938,-23497.5856151845
-9999.224095917158,34762.13447278527
-9263.439443643716,-23877.554530626036
-9853.19247804412,-23565.61606761594
-9847.159378236674,-23617.388412014116
-9243.002650989218,-23333.789002354595
-9740.194186845203,-23815.44417992249
-10061.32659506079,71934.32254150475
-9786.909525647208,-23814.41966941698
-9860.765760485629,-22990.478409811032
-10000.460975994582,32866.38148071375
-10320.744301779077,168722.28627721977
-10796.17324236231,346863.9033701834
-7600.688616425667,363901.58625793265
-9832.148360105042,-22762.57783316457
-9783.945056704853,-23582.576252480045
-9594.507243468042,-22248.831027334127
-9593.918742799566,-22477.76345422799
-9809.343209144616,-23480.2008188945
-9652.470096457124,-23865.433702306957
-9735.160096464588,-23705.166676793036
-9693.55398551616,-23598.8227271868
-9833.899241442043,-23628.11206347817
-10170.272230136216,106507.50551052694
-9675.333113049031,-23743.383241426312
-9659.323321101507,-23800.711491320664
-9736.530402337978,-23757.212473422303
-9837.383314242486,-23279.982111842597
-10035.663280191142,48860.34689424335
-10353.740310668065,168930.10838069473
-9939.510699433615,201631.91920286062
-9624.365981550982,145698.80470747253
-10079.055580241224,194102.11648481328
-9793.914285851402,-23728.228624443826
-9656.587262653893,-23820.708646766547
-10363.873291204562,182022.46866891856
-9850.262880188468,-23315.874501805833
-9725.666993335419,-23668.88558703354
-10030.155793731208,43949.95902987975
-9793.698321880305,-23724.09389898782
-9849.063102218848,-23168.070940225847
-9813.706752116397,-23767.934929915766
-10062.899402523757,57148.349580563176
-7430.568461209138,-23874.13957066643
-9794.7934474567,-23757.970801877807
-10767.4669008384,374654.93046168867
-9897.310186833016,10148.006759044154
-9172.466897466833,399269.77886104374
-9860.810901523866,-22778.775199119773
-9235.253344148012,-23725.600842675558
-9817.961887734884,-23755.21455772201
-9762.630645078983,-23819.476363504902
-8881.467462607961,-23824.807896920793
-9802.845198376057,-23582.215477223242
-9833.757181266581,-23529.944431361975
-9637.384162836242,-23715.691463357773
-9812.168195772138,-23799.790818661408
-9831.008038309286,-23600.46622681157
-7463.9591741531685,-23613.791658398226
-9859.533064035959,-22895.061583019607
-8277.338649709292,-23883.77528847875
-9762.377283371801,-23835.356819241828
-9839.37474114849,-23590.948368991943
-9775.791609276432,-23790.289037200397
-9945.672742655324,27388.297118833154
-9960.09462587007,16001.472200922592
-7564.062857508046,-23887.18916781952
-10538.665112570165,301470.67446618614
-9984.065411791995,25331.158664542225
-9849.094852272168,-23389.53892691033
-10005.854514232196,47487.72722400831
-10102.82847280626,72635.6658793986
-9855.956844489572,-23492.212787763186
-9700.654898167022,-23662.229642647013
-9803.610378492429,-23358.629350299707
-10172.775131874723,110183.37873955209
-9862.434206983666,-22432.65278932461
-6564.8770711995285,-23876.637731688123
-9839.39066652628,-23711.84531782521
-9557.94533395747,-23846.661557922056
-9651.790298532453,-23773.90065787587
-9074.258011732032,-23858.296981923653
-9739.982602940234,-23718.664717736036
-9857.510789783775,-23594.19327858529
-9776.874721070593,-23646.27711669707
-9997.078280643782,34438.66402161065
-9007.323564787579,180183.94398063634
-9686.573432643369,-23780.933312502373
-9250.772737128613,-23793.4069281453
-10362.677247810156,172138.2022242695
-9805.21696792537,-23687.314047252286
-9758.155131354755,-23724.329253479653
-9751.983940150543,-23706.659457542915
-9822.767282794228,-23676.47625930878
-10319.83475912293,163013.16679171825
-9836.79551314747,-23701.255287805874
-9772.078162442389,-23708.74249385122
-9579.969315447333,-23669.554438225266
-9667.981696191857,-23640.602944151513
-9788.78903569758,-23805.103881656483
-9709.832490200479,-23810.235807007495
-7487.739247133321,-23834.641645635464
-9798.085526320565,-23703.288181996944
-7509.4159876638105,-23894.03866307109
-9955.141637239087,22516.9901559361
-9884.684498060773,47535.6192295028
-9531.528826065181,70393.5418511451
-9513.561006428086,-8288.961140575184
-9775.290681912316,-22613.3695934407
-10024.04403695123,41552.51542555699
-9847.831218164227,-23355.74534261449
-9770.76850963978,-23607.311511539207
-9851.334234642907,-23409.30487579671
-9848.696009044585,-20188.130085790028
-5221.636532774329,-9665.176954014101
24250.56861066557,-23617.60331006304
-7576.950796114696,-23810.63091712929
-4043.375201633393,73720.02343536608
-9863.394271615582,-21024.834680010215
-9764.567401944145,-23070.446993588266
-9847.240411841702,-22991.645057483813
-7294.485850099162,-23613.036160146472
-9431.381951964668,-23740.15060074574
-7599.040634533037,-20768.643232845716
14554.476743155668,-11199.761797937466
-9693.335905395385,-23867.830795397233
-9869.652037742735,16447.018299880947
-9419.060154974415,-22362.601135773402
-9864.009534293555,-21235.280009142338
-6177.264658206618,72449.32916042556
-9417.033837793702,-11479.788476938089
-9850.274255356628,-22752.90845133708
-9036.918363861128,-23749.65457549877
-10050.633298758594,94857.25502236583
-10352.608729723417,202891.24558243962
-10283.611510853902,153567.84531275852
-9143.696768833986,-16168.763932694552
-8122.904673703764,-8085.2440138119655
-9369.29111588702,-23670.361770412223
-9159.003494219938,-22246.334580714833
-9729.52179871754,-22774.68122798191
42406.27278346913,-23635.05733773593
-9591.519034822562,-23587.228816388964
-9484.221442155536,-23330.302805748146
-8447.784369197689,-23194.270877194944
-9633.650782911876,-22995.6585994941
-9957.192378168285,39577.345590328165
-9773.801595589033,-23739.53875796209
-9888.163704669194,-10947.207037112097
-9878.798373310548,-14782.782638488723
-9785.104747627187,-23776.46138649234
-6905.514779979468,-22078.236608087063
-9854.7374418014,316482.27751330903
-10005.835148710621,41334.78589125883
-8481.556762217551,105225.79488394393
-9599.768426285838,-20812.193578839386
-9325.185063853793,-22914.0680300494
-9855.822030471252,-22823.872807971173
-8937.487317464305,-23753.499333522363
-9830.516966491567,-23703.240982038355
-9856.23533341988,-22979.59650542875
-9344.52977474354,-23158.26908333247
-8198.167907222662,-23764.684590123383
-9638.256790046296,-23648.807989845092
-9780.780416130321,-23863.991572276587
-9657.739786924645,-23850.396436675634
-9864.967950550901,-19410.68731431065
-5251.58102436019,114425.45449213687
-9910.741033505738,-2631.110846092576
-9606.161562005924,-23688.275129610745
26229.07617088398,39325.994615962525
-9850.96616836597,4933.181456914448
-9777.71596734213,-13713.641746292056
-6207.123700095951,-17135.76043984897
-9830.674917662127,-23299.8289960749
-9740.825878050362,-22619.658177173205
-6189.103270707016,-23049.952407424025
-9104.806989342576,456.29556315002395
-9845.90461172874,-23722.405900892685
-9839.34366162278,-22415.09068866629
-9345.325410204912,-22908.42455865257
-9746.946655696458,-23181.334253061726
-9775.322526833288,-23726.09476755994
-9190.632541865432,30609.656964208585
-9844.285345363876,41675.96765380633
-6538.2681798070425,100709.79149755373
-8957.8306702166,-15401.273357015705
-9858.091952655395,-23030.446652812454
-9867.855354469322,-18913.781270196487
-10147.481298135192,267287.8837911659
-9700.273933097984,9605.688566371651
-9863.237997750484,-21337.971977971763
-2350.834981184251,-21295.48164025461
-9588.193144897932,-22692.417993178
-8376.214268044878,-23601.31574612414
-9291.683393604511,-23592.298618121797
-3023.397600042061,-22688.03974197194
-8998.170587379469,11018.992696301451
5867.032955187705,-13083.431824078316
-9828.500642199386,8275.56410086564
-9460.076585315743,-23817.080372823588
-9888.5110079516,-4264.004520157328
-5403.24169652882,-15869.272758114497
-8079.2571597623455,-20780.897324213434
-9636.809840430817,-1792.3509012693837
-8665.154171330922,-23708.723870829766
-8893.295698007516,-23610.901231883916
-9719.612504377359,14790.337422983494
-9268.312910521163,-22281.30663656981
-7612.270673966314,-22696.402458249504
-8389.383034162718,-22454.70779052819
-5277.214380601415,-23868.975372963105
-10345.775697278565,249391.31241614406
-9767.945182998423,-23851.98662918
-9128.126838026768,-23481.875911058687
12286.36578736481,14006.231736375708
-4811.85316937413,-23035.595624153862
-8461.460847422793,-22539.43050999293
-9765.962835798255,-23753.09673517807
-9024.744205694346,-22543.699773479977
-9535.466942150471,-23901.518245068357
-9862.205346512937,-16982.737610473614
-9870.564006444383,-19072.390579285122
-9858.254779834539,-23291.57953856548
-2091.712279429391,131223.09437061773
-9687.696709639798,70642.89437985056
-7794.0613967879135,-17068.862920801537
-9738.64757222535,50168.914695417785
-9300.07986885433,171136.29846559005
-2596.30865746484,-22683.745856976017
-9698.130880385937,-20425.971692669664
-5688.20192987691,-23841.79877600757
-9858.134520191754,-18184.790041768436
-9854.378509215272,-18269.062297553006
-9627.0410945516,-23038.134298766243
-9363.109630507519,-23272.917776581882
-5947.135012304432,-22553.980931204565
-9863.106308635628,-21919.92813455964
-7182.441615449664,-22366.277351460183
-3630.189719802728,-23889.82133508188
-9401.146488958395,-23642.618630615765
-6490.764359165773,-23456.168124993215
-9839.287189933973,-23672.407855743288
-9771.55890395815,-23708.023122760507
4044.5409153306114,870133.7998454256
-8939.510512011333,-23859.49219601753
-9866.759696423274,14477.987605084907
-9711.267462209564,-23870.64629252905
-4913.058723721047,-22507.295768322896
-9875.647032712288,-16199.981550421115
-9857.003983181423,-23093.888989625568
-9086.81567440893,-23776.801155415207
-8888.054762810983,-23760.223386067475
-9851.340836494319,-23664.142920997503
-10056.091056390273,107303.43740924525
-9005.019930748522,-16373.647099970238
35629.275950053365,37766.35859315214
-9919.682135675044,934.5992932704227
-9764.366438696521,-285.82586071799665
-9879.306068068994,-14581.007134425678
74798.05990295402,105418.01021660364
-8549.042297937682,58059.59686608957
-5390.1992571088485,-23907.0514275608
-9862.646832992225,-21356.92314923563
-8871.073980729909,-23814.89364269482
-7979.801599022396,-23652.42352983148
246.8340715440701,-23542.20914690434
-8225.273683726398,-21590.402989638358
-9763.860377462663,1866.6007839616157
-10168.249031329078,231332.47853001926
-8553.946424462503,26488.835127897284
-9032.99608210457,6309.8647405344855
-9824.260590049078,-23725.476959300788
-9791.36854635637,-23657.13861110772
-9421.699351346155,-1922.6397212823658
-9891.492408107475,-10041.857909672632
-8110.274443639977,-17565.04088248859
-9029.593529117983,6254.867777095565
-8817.803588474018,-19339.12177830271
-9155.51319485292,-23709.40607135276
-8889.474525816502,514695.8201715063
10651.63775999693,-18447.94772952474
-9672.712226076246,-23662.912185600107
-8099.767343272593,-23299.582232037712
-9705.280801382969,-12421.10327439579
-9885.76271542882,-12622.78267855133
-9950.89065609285,13570.239908821608
-9708.34504307437,75637.16009860644
49434.665692413524,124662.94520512426
-9880.354818944248,-10005.437840230194
-9330.136129615614,-16149.456170800995
-8870.122643349818,-18260.107160033713
89283.13329212235,111133.82637516233
-9885.318542620766,-12754.942749409183
-8096.17724654342,-22279.683790599007
-7549.1820564983045,-22583.323353546668
2627.651201242514,-23871.54505208726
-9823.343488252225,-23504.288241180413
-9421.446351481321,-23663.05205274415
3199.424817461349,-23642.02225444487
-9854.94545889248,-22569.694320415983
-9665.897261545777,167111.74149954697
-4418.710989121813,102700.13947466708
-9808.771653010059,-23835.4892546142
-9095.42560974705,-23868.786913334763
-9856.789284974118,-23614.363827608355
-8380.210301597954,-20093.536269919594
-9127.732440528347,-18109.6073836216
-6850.969017582785,-23858.431504259086
-9118.078990698026,355089.18945272133
-9766.944572457147,1110.8721436194214
-9797.44010611041,92174.58560853351
-9733.678621067384,-14169.17006192137
-9318.26254301333,-14049.982626529843
25410.173257394683,-23679.795688088932
-6637.689227374989,3317.248126532286
6559.2543183550815,238656.8848794862
-9749.492186058464,-16709.626932027157
-6710.9980763782205,-23400.198729595337
-9834.939854124666,9939.186805989157
-9824.773170313372,-23359.927318068458
-9868.818766767165,-19099.94242778854
-9863.762360362887,-21721.753871389137
-9261.446235761025,-23446.28316871565
-7598.300338795723,-23287.27040953438
-8647.636460192483,-23871.677146346385
-6432.436302872551,-23786.70392849374
-9463.676800222855,-23756.411489156377
-9853.199890195223,8358.931263272854
-9480.220032239398,141521.46397141463
-10032.243838447264,44210.11870074825
-8830.455232118198,-17290.261488316963
-9606.712340292377,118957.38733180818
-6895.1388824314,15663.888314080945
-9849.11208155027,-21645.570024574932
-9863.865332125824,-21435.486152095
-9327.812785937478,-20338.854966186755
-8367.25660172204,-23087.161188189315
-9858.988162321208,-23285.549222649977
-9787.35834387026,-21763.672266546062
-9528.66306195737,-15644.82681806621
-10128.362164179589,148778.65661264744
-9882.678198013617,-14188.92369232242
-3996.0839675127654,150913.9800494161
-7410.848746351119,-20838.24934140609
-9677.815544545583,-23835.485283880207
-5846.957283480005,151827.56839766057
-9821.774790998517,-18142.37906763441
-9855.73161177981,-22211.543147537344
-8627.728767283932,-23852.937462937938
-9721.676055232721,-23628.177285418707
-8468.625050691919,-23543.384186423787
-9635.333214563334,-23464.092040761527
-8692.54020030051,-23855.68716537133
-7856.219126768394,-23874.72261497217
-9854.365881500808,-23406.306710984867
-9791.072222285502,-23354.655220563116
-9790.779421552967,-23468.2155079348
-3676.848504010492,-23708.75651635158
-9724.793127998879,-23333.99104882716
-9640.919759822327,-23605.852199704605
-6904.430041128669,-23868.74393683588
-9844.201026739202,-9178.249579534957
-9741.021661257251,-22969.396277276068
-9865.201968660032,-20244.246846272963
-9488.231441420592,-23858.49239540023
-9634.373557891753,-23623.732235249696
-8874.434984076197,-23885.679243375358
-2408.746629195528,-23670.97257842383
-9847.01722566684,-23677.83705769765
-2046.7455051652792,-23624.669469201282
-8277.351186502288,-23596.277063139805
-6712.175005840276,-23684.67021773581
-8070.429852244423,15333.359470551366
-3869.2120650881575,-23440.788716363553
-6472.728013713258,-17003.237708813864
-9333.029235582115,8685.038934846585
-9848.66953060162,-23072.545307864595
-9725.891143994302,-17982.50536715794
-9435.404140385901,-23442.256503281686
-7923.325221568609,-23580.835465482753
-3886.479715369081,-23635.162611583113
-8299.654610927126,-23824.073180184496
-9378.94241753887,-23425.71514550465
-10314.508590809224,407650.17939359637
-9862.244542962988,-22456.07577731171
-9080.805003869671,-21400.411277863357
-4983.087625859351,-6349.908551401338
-7888.455743832206,-23794.47626682872
-7295.373567678779,-23882.303880782565
-9861.417167047346,-17146.65549378245
-9067.345810932013,-23468.446130117078
-9861.601603449482,-21650.44710524286
-9248.905561311502,-23859.197985540373
-9267.119209034961,-21881.74363023772
-9742.758538596887,-23857.54498917383
1446.1545590883084,-23666.062052156696
136792.0192134693,-23175.611943514534
-9475.825886983359,-23028.37265714915
1786.8576557223057,-23814.530694698005
-8609.650300577663,-23717.429720084274
-9861.263467553616,-22611.527678776805
-8661.131547291907,-23631.57265635425
-9857.082202453437,-23685.169475268514
12534.920629429393,638842.8501584751
-6917.061371005301,-23770.376508657275
237.40202713816524,-23571.645652756528
-9827.674889595837,-23719.38247006374
-7112.8598937316,-23812.403507630188
-9671.553006389091,-23523.06682170899
-6818.82900216403,-23808.248238589356
-7726.782901491922,-23680.12629401588
-9502.46194408922,-23591.465123385366
-9756.428731751712,-15980.687324040484
10718.844960675826,-23552.36787667765
-8355.588515326801,-23703.856062901195
-6562.88127400434,-23904.41847735763
-9626.956155893544,-23421.829326529816
-6070.814760119305,-23892.870256613394
