PC_1,PC_2
-9854.998579985966,-22993.89149201157
-9806.295357416631,-23325.5919592955
-9871.571876997978,-18488.875573437555
-9637.789111022294,-23137.61024681701
-9809.23961165147,-23626.6150113805
-9745.40814039055,-23643.409726696274
-9391.051528982429,-23640.501097158405
-9848.356365200896,-23188.17500867638
-7605.719856945724,-23630.69750936094
-9061.150718227083,-23857.770574935355
-9487.424593884904,-23701.308325798866
-9728.057789930597,-23534.59524820607
-9821.915853979506,-22843.013078683834
-9801.799732052314,-23495.35934815928
-9816.443199250098,-23535.18589924903
-9573.656105581817,-23729.147024733375
3510.394125662351,-23514.228749251193
-9855.445201670298,-23057.43673167076
15976.757813279408,-23834.687623927817
-9460.76300221523,-23875.66487484275
-9226.64725507622,-22611.947172748954
-9764.11490675745,-23583.511604373234
-9309.885254959001,-23885.835462777646
-8116.849032558271,-23891.91007043948
-9842.193030524142,-23237.916548695786
-9847.297327666292,-23569.62785123617
-9822.322454861527,-22725.1892278891
-9846.753033198684,-23478.7192996709
-9795.75133028676,-22948.023690070124
-9730.020487580534,-23302.52846902963
6809.38820119241,-23721.647331086013
-9700.8111523999,-23689.40984184312
-9211.55970501771,-23853.944078815515
-9798.220503479457,-23524.183540490354
-9837.44373539444,-23172.46490743975
-8843.613091385221,-23797.30346388696
-9508.396340337602,-23521.773313327074
-9809.808003554796,-23164.771353901306
-6789.067879502261,-23688.80099574326
-9756.041493233819,-23697.634855430002
-9532.149803705917,-23641.415310317432
-9746.84075273759,-23509.304411505727
-9822.868736783059,-23402.38456345462
-9834.884325613371,-23643.25197199999
-9775.811919142325,-23630.8323018939
-9542.535900694655,-23610.79511452217
-9803.949345424235,-23648.864642463333
-9705.084142540307,-23780.85404921491
-9805.380231791305,-22771.41968027302
-7980.0900758391035,-23823.587090979763
-9379.584020837654,-23720.84146138167
-9708.956710238594,-23617.89195644731
-9715.555681807327,-23389.919919203367
-9851.340935835104,-23636.502399194003
-9758.690326800863,-23439.06866856739
-9308.938455523188,-23027.006108584228
-9857.048392751452,-23584.042113655727
-9826.166352831004,-22806.56850890432
-9837.782241649942,-22395.4470904804
-9848.397301708923,-23164.5317714622
-7940.892792894565,-23759.90442290918
-9390.732731855966,-23744.81857089522
-9844.867461795897,-22894.74466104987
-8564.179854292155,-23646.722577486253
-9852.421206973322,-23321.97275424042
-9841.23428826309,-22902.982246070016
-3568.326604573697,285518.78784791846
-9623.755258399942,-20414.162366167046
-9828.903376701279,-23404.184779020074
-9718.770607795372,-23223.610318410876
-7114.961136731685,-23659.89462138341
-9115.656942200618,-23475.838400430777
-9738.325749408868,-23756.42668510191
-7986.286623686796,-23708.48796207914
-9853.948940582468,-23066.72351448696
-9655.798550804855,-23585.592823756826
-6739.79740784738,-23534.70329097086
-9378.754214883924,-23570.17765167506
-9675.85872365898,-23749.901401078892
-9652.337029744675,-23534.898387198995
-9740.788865493027,-23496.222612786107
-9849.472470634997,-22975.39999629833
-9858.185572583876,-23232.608847961033
-9849.450946984807,-23138.980515232433
-9575.255630582487,-23762.50818962364
-9802.99190800564,-23666.800160718823
-9770.485327232731,-23826.165284848932
-9349.32824777619,-23852.985926651818
-9834.920651338236,-23428.55104388278
-3235.2568118690506,-21439.526050210676
-9831.549495328525,-23560.827420175196
8001.592952013038,-23682.33442744345
-9820.96413500438,-23671.910405590694
-9642.416636771855,-23587.495435477776
-9595.239073983623,-23618.407669854925
-9755.574916274021,-23587.985296349583
-9822.239546800409,-23321.26781858356
-9811.775377803491,-23561.946700311397
-9853.036545465224,-23378.705737511485
-9854.511284321303,-23539.598097903923
-9685.91089643046,-23289.55776884417
-9744.025949611341,-23607.08221239979
-9404.033002222386,-23846.531441924457
-9855.694324386912,-23483.916041797213
-9694.976661815652,-23629.924511001333
-8651.080165026124,-23833.271061758183
-9844.360981703134,-23251.764499562716
-9678.502428981925,-23794.85482624764
-9840.711516308718,-23337.650110561048
-9630.945786975997,-23667.822977570566
-9541.736717264646,-23675.492907178068
-9786.082896213706,-23741.78236655839
-8588.735547089695,-23790.91773018465
-9227.729897592373,-23787.240878854565
-9765.25996164745,-22947.072474973655
-6824.0432811662,-23837.650125912187
-9854.720777501552,-22972.27829600289
-9767.33143610763,-23406.722717824283
-9837.690960982356,-23541.596296973985
-9676.964565250759,-23757.88411989327
-9523.25006377665,-23803.44937124154
-9138.258325851748,-23753.56201096687
-9689.898593510303,-23609.05189170625
-8902.471576258207,-23465.92505620453
-9745.101645632729,-23611.32380394058
-9832.115966688067,-23198.401516379694
-9278.142965247576,-23608.364213509503
-9644.151045542392,-23342.91800051555
-9586.040695337579,-23792.4700215921
-9851.064536234144,-22770.146256195003
-7371.507539563141,-23864.58870146798
-9844.542436883654,-23051.873402885667
-8968.02526095319,-23869.70214706022
-9571.485158208778,-23837.761102960416
-9797.91036374707,-23177.138173067127
-8860.405242597986,-23823.515688143056
-9839.962699660016,-23448.264455143657
-9467.632861306129,-23744.69940338329
-9820.373287364722,-23532.72319588404
-9740.618258362018,-23426.16200953869
-9833.185417664725,-23180.41913836056
-9837.234039922436,-23412.782127106864
-3670.3162461378347,-23871.963593359767
-9833.017952852131,-23116.97690207597
-8023.660175489331,-23747.53553543643
-9800.90401616874,-23575.852541488704
-9830.536597584884,-23654.032557913255
-9770.339401267469,-23795.95079652841
-9760.967312844514,-23226.744505816605
-9860.017361112697,-21783.396770924668
-9533.702246514444,-23598.91495282123
-9823.997753893333,-22535.202411580205
-9845.322489817123,-23348.034198744474
-9804.240528058785,-23153.064896373413
5478.338597969238,-23867.378388490743
-8334.573159619562,-23503.863501717955
-9780.386665557277,-23447.924827536415
-9789.571907875097,-23347.92568785042
-9843.125784816653,-23282.138939430108
-9826.933329015852,-22652.462434185527
-9491.93053323714,-23061.24880205083
-9560.64423576012,-23755.21936722962
-8220.41674192362,-23850.833710415747
-9633.490494401845,-23808.805163108675
-9762.117261112937,-23588.01382133977
-9854.404416284398,-23598.882214219702
-9786.940391985085,-23288.372756313795
-9717.34495228917,-23608.863878597214
-9848.531214042434,-23358.41543758575
-9836.169189528562,-23587.727583101314
-9757.116552987454,-23654.62777785585
-9405.381753070966,-23792.437143895808
-9827.602055144482,-23631.21219072909
-9852.124202723022,-23449.05499401542
-9655.56338997162,-23805.127848479766
-9833.367750579806,-23030.265463984342
-9793.643459060697,-23181.277245439338
-9692.338022422613,-23643.321339703332
-9615.739714648109,-23650.320099859775
-9854.145187694952,-22584.97241370328
-9778.98686250217,-23159.061400920596
-8977.60206745601,-23548.50621925443
-9052.762656720413,-23681.451949244125
-9818.79833308957,-23565.742526918555
-9761.125206768955,-23752.424922674487
-9652.245987545553,-23607.456066732902
-9823.675595337261,-23239.03418788915
-9756.663918648506,-23439.02555649937
-9441.957233255154,-22481.792818158247
-9801.422924574315,-22810.57521333214
3995.133011541773,-23405.032544875954
-9846.824066450235,-23122.04996962394
-9844.237367682368,-23304.39803911684
-7956.3449129650135,-23731.72729085162
-9068.256125670625,-23743.631638209743
-9699.411344038233,-23850.928448426694
-9786.970350052541,-23762.52914024962
-9562.993546301068,-23657.951141209305
-8165.3514507987975,-23743.5855230075
-8504.639055633677,-20713.630221823576
-8944.200581761477,-23865.825571688925
-9528.598975992285,-23811.57806279725
-9797.015462415338,-23383.94752908492
-9839.886609515543,-23539.617786398765
-9750.133130903781,-23691.0849441735
-9846.045989318418,-23279.597917671348
-9323.000543872302,-23918.024384636148
-9423.387986760905,-23711.3020327508
-9610.786702389423,-18696.785845713523
-9723.437016881699,-23114.21593897652
-9857.179501501774,-23315.24812824577
-9842.135085855927,-23594.760037743774
-9696.87893100397,-23849.545038381784
-9843.978551685484,-23672.32636727352
-9820.892501963592,-23656.0568778451
-9856.272472306346,-23169.012367777807
-9828.587329194557,-23177.222440459624
-9623.23984029577,-23872.440940804172
-9413.909480746062,-23899.437335269646
-7432.6631272524255,-23531.202142256938
-9688.447598551462,-22753.346528711052
-9736.199461752925,-23151.39824955807
-1243.7580484380244,-23652.599014884065
-9815.42134345166,-23545.861900499942
-8783.27298227438,-23805.534615135017
524016.28663470736,-22436.226072631434
-9858.22641318262,-21884.07128793672
-8120.85873750562,-23230.392112154357
-9679.077515989562,-23821.84305228681
-9250.754541594115,-23841.052370838508
-9287.033804054128,-23632.38436369236
-9791.16700090942,-23536.774657049227
-9097.40573213914,-23874.241329343786
-9804.81053867523,-23794.1113553066
-9837.506043052637,-23774.22840532251
-9439.264502601804,-23473.054789714868
-9654.124673303995,-23827.969208938513
-9491.440365921808,-23471.958900572892
-9833.347124803884,-23165.483410851317
-9181.029779518161,-23668.613933441233
-9772.019169352683,-23794.504355918718
-9761.62834246107,-23722.384803898614
-8643.190817959963,-23657.874394687395
-9120.132574676938,-23863.558754945523
-9768.973376091613,-23320.116545399702
-9886.195707996416,12972.880285221878
-9781.58926851504,-23639.9644485581
-8610.719269560406,-23657.475954605114
-7257.1139363082075,-23435.418112832216
-9858.007030718509,-22775.919700352362
-9413.213214945403,-23532.323631068506
-9620.398376977797,-23348.06075674533
-9709.188948694049,-23726.215359191207
-7793.675610854383,-23609.86747262039
-9735.457188442282,-23718.807894715366
18386.96228800118,-23728.3696654415
-6955.099187747806,-23844.946256831383
-9816.152548725348,-23431.933730427572
-9640.634371043858,-23797.09513585171
-8242.969287560169,-23799.20233687382
-9648.177871291817,-23432.908144977682
-9761.091420110619,-23620.507139362646
6554.07632872555,-23752.62289908137
-9683.163427509011,-23755.533642687107
-9857.80423502228,-23440.168554050568
-9844.159928944513,-23579.372300484407
-9697.501865188155,-23831.07279860533
-9820.336903929876,-23562.467841008314
-9821.101640325365,-23305.071734978148
-8631.228755765367,-23849.63715169861
-9769.155231637278,-23844.536715922775
-9462.087849829548,-23515.294983336215
-8212.980461106856,-23815.68504727696
-9017.342284866567,-21282.728761721428
-5531.481341320935,-23667.980815046452
-9790.933165673225,-23786.106303574255
-6543.155390879635,-23359.905773596285
-9732.532651732621,-23209.521726880303
-9759.317831025219,-22823.43342360561
-9861.857302994575,-21626.354576333153
-9787.702409936997,-23547.862169103984
-9807.49735466584,-23567.06009754939
-9610.303370117063,-23860.784288282237
-9417.946570972257,-23736.621668351712
-9850.062464315994,-23326.386869227237
-9809.644125979088,-23410.94171448285
-8989.718898177018,-23674.94888483637
-9816.46902852831,-23274.528334630573
-9711.286017548398,-23564.45515038298
-9417.123364387018,-23590.310518207978
-9801.693198447243,-23836.414807110723
-9819.379611909859,-23722.155040794085
-6861.655532157635,-23690.30033737687
-10142.749061027369,87037.10869342746
-9929.42929284066,5903.343160207775
-9768.321013324368,-23678.279870378945
-9846.023234577597,-23299.924415479505
-9717.821957637754,-23455.691386717495
-9801.065241621873,-23400.87570693259
-9369.917085572237,-23893.49027776199
-9430.153881407265,-23865.189311946575
-8697.394675286543,-23664.094257210847
-9764.891457999202,-23767.478403252462
-9829.210655418541,-23541.949159911765
-9458.977438621047,-23784.12352030764
-9832.45611152072,-23869.37667373003
-9756.371230293475,-23435.839440400396
-9837.948668191764,-23216.99524427087
-9680.324540087237,-23686.914287803193
-9835.72361489984,-23850.144107282253
-8869.49272064226,-23796.100089754476
-9762.080182196565,-23392.824556393716
-7705.7631691978695,-23791.373702564477
-7495.886420082761,-23883.337560992633
-7995.779072593239,-23818.629773009023
-9855.701939761208,-23429.069962984348
-4917.566741104601,-22623.054362455594
2576180.5400174246,-17466.863675446017
-9834.504176932349,-21600.790351918346
-9809.329194145865,-23697.16987265098
-9843.621676622115,-1477.3003886880617
-6874.718497236844,-23874.578197297735
-7502.162596813817,-23684.90077537045
-9281.764204511963,-23644.273021307105
-9716.851221775549,-23820.703268994082
-2046.2108178059068,-23690.16903606664
-9798.161192021329,-23577.398082612526
-9787.751450528236,-23580.249602501237
-9797.13117427472,-23086.03247952338
-9846.980131292083,-23173.453605613773
-9707.480126543858,-23879.97363859426
-9673.817819561044,-23502.092039528303
-9527.678339336597,-23847.837960171055
-9858.71277646534,-22232.04684068794
-9846.195926103415,-22816.4592928493
-9559.18532108119,-23448.040120371603
-9662.844434263568,21104.61711483177
-9858.625605093886,-21361.160014314835
-9558.429262364449,-23859.403572637326
-7695.858656845042,-23863.212280823765
-9736.402525714228,-23843.65807794568
-9821.35761410687,-23164.55748538938
-9845.08415827517,-23178.927737718168
-9719.605461452506,-23570.232486454708
-9775.612676122986,-23712.752381090493
-9766.918243506756,-23363.08293046746
-9817.32065966502,-23639.14261917357
-9856.432867967764,-23163.500347798457
-9521.71288016627,-23747.477849750405
-9665.383616862475,-23724.161250698602
-9816.66816852748,-23762.314472395585
-9849.999240250894,-23523.645527339824
-9827.399080614743,-23140.80082558793
-9809.310404111055,-23675.73299833008
-9711.6764957665,-23801.265837306903
-9517.76380772165,-23772.485731418783
-9815.836480942507,-23024.15870113534
-9847.499667182545,-23200.553369375044
-9802.731930606673,-23610.90801443323
-9798.45156512705,-23478.71173661445
-9290.788551098965,-23765.760450321948
-9618.424372613154,-23852.753058406444
-9757.177378508377,-23156.61495295417
-9855.735921086001,-23125.14218667335
-9839.542088143367,-23693.70670320455
-9758.134629741478,-23696.083556120135
-9831.386070985911,-23799.526583938667
-9835.28607988474,-23410.298948207706
-9580.503876639335,-23663.251645910248
55515.545615864154,-23725.239479770935
-9334.549890247079,-23757.637132410193
-8193.113979241174,-23787.23271514094
-9412.198255173365,-23628.848669277588
-9770.24656119784,-23482.777502700188
-6410.872017630558,-23870.01266017235
-9807.569714235407,-23749.148233719294
-9841.168685994175,-23184.53214184481
-8083.818256866741,-23843.81068954591
-9130.332554487619,-23518.60770945916
-5791.114007206929,-23352.816127570295
-4347.905456532906,-23675.111483582845
-4463.425567158066,-23852.568129180127
-9650.713710723156,-23535.2139045089
-9854.633569904643,-22653.52868084869
-9740.201892275387,-23467.229590995827
-8206.966700492503,-23616.330805450558
-8938.991875104803,99575.33422502763
-9522.855865097885,-23658.919090291012
-9802.32526920892,-23149.546136128563
-9453.738145874879,-23864.82159030269
-9571.56548962104,-23859.99722182361
-9833.566637552345,-23553.95121730181
-9857.655448753309,-22112.451238745147
-9436.712868100722,-23830.202219076953
-9096.097624653768,-23469.967667794932
-9443.292640805423,-23695.12571942126
-8245.87919607951,-23136.0776429969
-9699.161135914479,-20220.88117769228
-9589.789831910024,-23823.161199884555
-9801.90331882136,-23796.353838147934
-9698.584957514762,-23731.300337022556
-9434.92525610411,-23762.888172117204
-9740.460551304655,-23733.50117602815
-9475.075788590228,-23588.032185751257
-9340.573229772539,-23837.047966015994
-9610.455942758274,-23516.22036204614
-8754.706135241478,-23862.375525488475
-9719.13387721534,-23581.45497302931
-9107.086506295562,-23645.34035391135
-9780.473285955251,-23610.972075211805
-9763.565578252377,-23746.624615126377
-9274.526998292817,-23611.83075634156
-9813.312549813194,-23361.250480947805
-9631.736460499798,-23575.94107205675
-9740.174880417855,-23635.059362369164
-9744.090175006218,-23447.063411792657
48572.34254951498,-23614.729435264657
-9292.280414376195,-23831.190820448363
-9510.224768511685,-23797.721075467718
-8566.727194862317,-23858.854614383337
-9829.280787722786,-23283.406625551757
-6499.977051480624,-23827.076091874114
-9624.040789883342,-23720.526377796014
174386.22833972672,-23330.49119202512
-9857.07613226257,-21144.205106875594
-9845.409937202752,-21625.543365866622
-9854.328685983957,-22990.142119974655
-9553.896146670848,-23654.720365669462
-9859.772333140221,-23025.388928817036
-8793.392214815824,-18509.32287020515
-9855.772109519423,-23332.21592624691
-9835.410536030227,-23678.364928190567
-9709.519862403205,-23819.440807683273
-8642.363389000902,-23581.342434807102
-9577.489534025737,-23564.642464596378
-9675.454008286368,-23738.551191429855
-9664.859245862806,-23675.657081237056
-9838.576259041161,-23458.084303583233
-8952.7766658469,-23826.694280537584
-9858.010734456731,-23051.62332803119
-9066.454440479532,-23826.291711601272
-7130.140677671466,-23846.734154546793
-9716.557067459871,-23638.06396906906
-9842.875133849771,-23766.703403584477
-8850.116138195623,-23887.423970704996
-8809.423661622286,-23764.709526721566
20088.02447186199,-23718.427964996506
-8585.632005532905,-23710.049608285022
-9746.25431073225,-23733.208174867916
-9723.460154404765,-23532.15577366375
-9843.66032774189,-23500.051235005827
-9805.332134148399,-23715.47089892656
-9693.416570220621,-23858.545638969572
-9859.580459094315,-22903.516715081623
-9820.334498588989,-21183.328555751126
-9854.96257362933,-21582.15769328902
-2899.5977324690334,-23784.14397353528
-7112.133664803712,-22706.49913083868
-9278.720995154832,-23725.110751404656
-9582.137490992996,-23794.302880974836
-9832.903716172792,-23514.539791721614
-9848.568568703058,-23488.69729281098
-9863.2916484154,-21945.344215616635
-9870.49013898829,-17475.49909449149
-9856.544425129588,-21339.363083979366
-9833.913126050025,-23307.523018359054
-9766.020238226203,-23470.436062484212
-6597.1465754455885,-23840.841945282176
29947.73960483922,-23598.913097943696
-9354.89306545912,-23783.12600787889
-9633.807437596211,-23712.994504046208
-9284.98178095737,-23734.317797218322
-9678.040109501191,-23861.38184864913
-9681.954395948236,-23803.619872817675
-9732.555126275161,-23699.428432738005
-9454.984741589493,-23809.810065972244
-9853.975398669876,-22320.699978515495
-7599.111124565526,-23848.43473565227
-9845.636963305255,-23129.91731664375
-9764.109087589575,-23715.606867419072
-9817.711835986203,-23461.985292697642
-8938.280804173104,-23446.868536227554
-9774.808568064223,-23745.454825042765
-7117.3954825224555,-23762.863564020452
-9861.371060567157,-22689.014498940265
-7866.649706309969,-23771.366740990557
-9462.314150750806,-23578.9185506856
-8317.440066838786,-23782.55015436442
-4272.390285460987,-23722.245256911552
-9087.66830646042,-23753.899742381876
-9798.748885226436,-23439.020177217713
-9784.516617424031,-23651.169226155253
-8782.607266204956,-23800.83837174239
-9693.723365371487,-23433.8746831226
-9821.455749065854,-23335.35108187838
-8364.403210165008,-23775.974384106838
-9769.835284124352,-23810.643122681508
-9657.568981821341,-23721.476857880298
-6408.312219586062,-23658.28574635458
-9801.80971739664,-23266.069755566663
-6793.7642989726455,-23803.10078964912
-8046.21299758758,-23788.22325082996
-9801.227398049536,-23241.267145184534
-9508.313754213756,-23856.000694932212
-9858.013006847114,-23399.590126904586
-9362.081934966835,-23430.34299643196
-9865.261638708063,-20983.42848746659
-9796.361723807193,-23726.555614770445
-9670.31824372255,-23794.608579246164
-9846.201074746641,-23291.67354011854
-9689.986544815552,-23757.42392046038
-9824.510321208103,-23673.025791342723
-9866.862475752485,-17881.0736025856
-9098.785321266621,-23649.81614191366
-9832.144486056352,-23505.154747360728
-9044.624097108801,-23588.468181530166
-3270.183640738272,-23877.301804516144
-9848.496627127352,-23446.225010498507
-9587.202126882003,-23853.128612493903
-9300.984496186822,-23876.411534044404
-9655.922514562835,-23877.544881384598
-8089.348834763682,-23754.952886848267
-9858.438971308207,-22934.48966842929
-9784.054719386948,-23459.222354420926
-9686.630717521899,-23885.721073205215
-9263.73146244728,-23876.56731671772
-8308.477888559504,-23792.142138873398
-9804.341587474722,-22099.07573659036
-9844.78686195505,-22622.002598421557
-7728.124581754905,-23628.00786626602
-9795.27148128434,-23289.723511726665
-9789.244508449667,-23695.736754340905
3014.326758378764,-23848.605763914882
-9824.61213401447,-23767.72636088625
-8319.44355821883,-23875.097347977204
-7695.025215301673,-23789.82531799001
-6249.509162853678,-23861.250900602965
-9746.958232035353,-23637.55322313876
-9094.067808638783,-23901.185927537215
-8350.177574967396,-23856.04519076159
-9759.880722939855,-23734.533915643948
-9527.559902256044,-23819.780106320995
-9834.837788991892,-23730.1611588802
-2366.764090287433,-23809.23437228761
3284146.5012767236,-15946.657813381398
-9378.505290376495,-23869.777024279683
-9834.016568624204,-23236.646904922076
-9818.368171727056,-23640.18303550574
-8133.760098762892,-23907.37310183939
-5151.633454565426,-23393.64948389332
-4667.119665323523,-23692.292370252388
-9297.51762230759,-23904.93657819133
-9841.931095533804,-23913.901836910154
-9779.37934523764,-23195.163203319287
-8383.979304954728,-23833.726959963573
-9601.754942696452,-23638.21247221829
-9793.265608474487,-23368.28008357478
-9840.565068901797,-23743.970406689274
-9697.224247446478,-23028.44740708284
-9653.772097733425,-23851.619065299437
-9404.459069385992,-23805.91198237231
-9656.379594356993,-23799.91918878674
-9063.730810063873,-23833.944410418964
-9583.479074978819,-23824.917133054536
-9326.949785875178,-23838.658643554965
2393.9581016420702,-23801.291518014234
-8635.950917901493,-23824.35039166885
-9302.604584246206,-23901.593025971924
-9748.767299947916,-23771.261157035326
-9534.179313258204,-23821.87715416902
-9503.187436312855,-23800.457663171193
-9812.996869066294,-23713.287971811027
-9734.884209055414,-23616.334847880567
-9812.341328397059,-23604.164057754857
-9849.311556432172,-23206.349434154934
1495.1989479096956,-23851.551206248838
-9780.958073119533,-22516.58995133756
-8757.774374291113,-23530.643349353264
13620.511010306942,-23764.14011374318
38796.52392228859,-23589.160177900067
20182.53838085324,-23777.134468423377
-9800.398379113823,-23669.74127801983
-9205.485815508473,-23903.49615275803
-8827.515185962653,-23844.013978761555
-7566.060270927435,-23882.989065285474
-9812.269140284949,-23837.195696856263
-9658.763551342261,-23858.282451588042
-9518.60358084826,-23808.168035589773
-9664.686049347123,-23748.129307741765
-9859.80586924177,-22788.670259775925
-9670.876995735493,-23530.83970814045
-9843.16430112002,-23384.86500424279
-9716.706966430227,-23683.399162373822
-9278.579312379132,-23829.2595983313
-9034.485353573911,-23582.515466891822
-9309.470066249247,-23849.43387109608
-9822.72221680979,-23788.623754051507
14966.00391095948,-23759.54372122385
-9703.705599920637,-23817.941241528293
-9642.448837785507,-23729.334376018425
95.03096584782256,-23696.9587100721
-9500.441227938069,-23792.1106572665
-8562.26668120289,-23670.22255864404
-9841.187879760764,-23081.731188503523
-9236.375793627536,-23884.049819561358
-8269.479794243705,-23683.424748698373
-9636.563161911216,-23406.735750626827
-8006.341227101169,-23823.670000227645
-9847.069591533002,-22284.458708100025
-9857.80332075097,-22309.481989689895
-9608.718434818009,-23475.047433358563
-9777.300478280418,-23747.584817072566
-9589.323915123301,-23078.4611758333
-7293.377263277007,-23650.69463539456
-9846.079891021758,-23437.542200076197
190349.02894226275,-23312.796681144617
-8684.807192682683,-23647.961516519666
-7611.924171580333,-23614.883296787677
-9743.321668147293,-23873.460638805012
-9337.488028620302,-23664.282748530728
-9825.106448147217,-15864.901856430854
-9826.347341737752,-20865.7135683324
-9839.937276606328,-23317.40837312813
-7510.201154373799,-23753.29746894889
-9697.808293180862,-23641.70431875715
-7964.040630161246,-23845.811996044755
-9792.511687022085,-23518.944493096576
-9816.919735940939,-23766.109694684386
-9409.34274000738,-23744.31802067915
-9854.212075682768,-22587.632990114653
-9490.953331729299,-23493.789974865922
-7870.616770886316,-23858.814289411363
-9784.260860071889,-23646.171808402964
-8804.06847034196,-23394.54316502389
-1220.3337182270907,-23838.02536582776
-9864.1859220984,-20684.346524883655
11947.845090717,-23651.77852339863
-9839.60454486892,-21784.373586061578
-9863.134356464676,-21984.71737646666
-8759.58468663688,-23874.837388251955
12319.57147525271,-23830.231836968916
-9756.384545773519,-23712.045061228673
-9850.877871264425,-23037.31426429006
-9786.65692220749,-23364.065141981566
-8124.811332069485,-23414.814118612147
-8440.686418737028,-23616.02538994949
-2407.866483601621,-23818.113780236185
-9855.964534560286,-23591.956562926178
-4794.892059839794,-23115.10199752039
-9808.311607027634,-23341.46111420835
-9700.996009416878,-23733.20007500025
-9851.619001305566,-23287.897603225978
-9680.279440468868,-23715.560383915563
-9838.347020695874,-16256.964091489495
-9869.004880547776,-19034.654315777723
-9830.06309238198,-21661.847958628838
-9748.57386137415,-23712.251744977755
5377.040196628798,-23854.355101565106
-9856.900812943522,-22674.95938686003
-9597.386509760576,-23785.677457128502
-9832.42926063078,-23596.667383499836
27580.544842756408,-23779.95434602399
-9010.797949298323,-23757.224801827426
-9778.890389912673,-23621.731273681595
-9531.438162006978,-23816.63763240751
-9862.376653097777,-21796.682874110946
-9783.271863684655,-23766.355357062355
-9839.46335671631,-23788.05333721652
-9820.703008176946,-23761.318397375475
-9850.221186943263,-21434.322948882724
-9851.419235978297,-23077.032848072613
-8343.100932917683,-23820.648895751838
-6165.986835782691,-23891.764982248093
-4525.292211660537,-23859.36485542389
-9502.049110463187,-23843.715510665577
-2917.4268910686997,-23871.74680153362
-9860.698682835557,-22727.784517696124
-9826.315674782409,-23246.62655036594
-9619.607806411632,-23658.958661296074
-9850.309811549774,-23779.716069493457
-8244.847519916055,-23676.727423627017
-7434.630725167338,-23706.05951684982
-9823.359381997796,-23469.020443977373
-9766.196421512228,-23535.145736482482
-9406.81855409039,-22777.614710091122
-9776.88335375741,-22984.299501811794
-9624.235681348493,-23573.848853125633
-8039.226855988254,-23874.48117972692
-9710.397557686894,-23867.39275908942
-4403.653997131222,-23820.82000079797
-9859.670625083285,-23068.461425212885
-9828.456383311452,-22833.255886932664
-9011.848569864283,-23799.219628385552
-9626.509148760346,-23865.427837672298
-9419.574314135667,-23881.468861485737
-9806.670802790588,-23609.292072144974
-9771.768826453485,-23413.190931569065
-9724.72044695273,-23486.410502029034
-3468.253033479939,-23698.397458835734
-8750.782770461508,-23893.170149098165
-9614.628395809455,-23864.85044757462
-7645.871876625774,-23626.46009586327
-7156.0294714702795,-23552.714747286078
-9451.995018950083,-23579.183293254628
-9814.57805199999,-22261.616283286698
-8927.792099137772,-23780.072474262615
-9856.475186620568,-23249.25418974533
-8975.547408689788,-23285.794138137706
-8799.600353571399,-23835.21185659536
-9860.944658274131,-22662.39820551279
-9301.331519558164,-23732.634745208685
-9847.955352255625,-23181.198855004444
-9739.116576135924,-23338.434179789598
-9696.111910630432,-23564.637096544797
-9546.949380350317,-23759.736107184133
-9784.405996038946,-3841.902696629313
-7867.054403759997,-23252.61241834472
-9767.61711090533,-23770.214941022998
-7937.554953729949,-23885.97733461983
-8278.587682571437,-23709.077836578537
-9860.006040361404,-22756.156539998843
-9713.763390577127,-23868.300977632374
-8769.918869081186,-23902.85427012986
-4974.411259536287,30593.867804285655
-9463.726717492558,-23774.226317570792
-9650.688189572133,-23509.66117736289
-7751.808897864577,-23825.86205046329
-9643.617151789742,-23909.07344381863
-9760.215272685231,-23497.20450763827
-9841.117845783536,-23260.078477535895
-9793.870240387958,-23731.521536031534
-8650.297936456162,-22633.21050806261
-9768.392884582918,-20183.158983330013
-9837.301528225727,-21810.264821680557
-9768.227965203972,-16624.542882901755
-9174.534064270221,-23821.81885181433
2781.0238553040617,-23834.77588293653
-9477.575041005317,-23702.888952425907
-8810.216208332715,-23890.050647630833
-9649.932042815506,-23858.852718390728
-8776.416637746916,-23886.35291395095
-9757.638395722051,-23673.21467157944
-9817.66202617646,-23816.71799676584
-9814.706214548816,-23251.550098620966
-9520.846732678125,-23876.66029571481
-9642.602078134507,-23692.26806633772
-9526.085238355963,-23820.915634202593
-9801.022846078937,-23527.07820870929
-9724.377378743577,-23806.30666528363
-9859.478496460664,-22347.271692128048
-9872.962998468973,-16094.98618415672
-9837.926938376966,-23547.588603196
-9452.894367088791,-23844.58308643281
-3955.6727219456197,-23869.613740131997
-9203.981050283815,-23749.872526393865
-9729.032526750789,-23893.20412210498
-9661.444258395375,-23904.22479106225
-7428.592411537367,-23704.92475476191
-9772.686534870485,-23741.454899284272
-9722.91290308929,-23715.159150268497
-9835.17479972833,-23370.211664349088
-9788.007779274649,-23591.740110453295
-9853.718828736282,-23183.064254615703
-9856.561884838009,-23341.001411223904
-9275.84664406296,-23880.816911665082
-9856.795143239973,-23273.54702203285
-9825.939779669387,-19467.145156852803
-5547.542639518762,-23409.81262694465
-9828.272368918872,-17274.411282504552
-9565.896366786683,-23764.283821659727
-9808.321595051208,-23418.37247599975
-9525.317030792927,-23699.001737177274
-9846.251041034933,-23466.163706060343
-9739.83958722589,-23729.775751966397
-9700.966805606962,-23820.757925125297
-9854.32096773125,-23000.248241438883
-9776.885297844541,-23389.34371712178
-9856.130894719812,-23385.812645655937
